organization_name,address,phone_number,revenue,id,notes,created_date,city,state,country,zip
Layo,520 Macpherson Alley,758-718-9421,Ruble,344,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,1691999176,Ovsyanka,,Russia,663083
Quamba,82815 Pearson Place,604-702-5532,Zloty,345,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",1684642555,Szczecin,,Poland,71-899
Twitterlist,753 Corscot Park,384-248-0396,Rupee,346,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",1685682535,Karaundi,,Pakistan,30001
Kanoodle,57813 Doe Crossing Lane,329-902-7545,Bolivar,347,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",1694602522,Güiria,,Venezuela,
Fivebridge,9 Sunbrook Road,537-534-0226,Yuan Renminbi,348,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,1679662176,Zhuxi Chengguanzhen,,China,
Photobug,9 Mosinee Point,125-261-3194,Rupiah,349,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",1676724158,Bagiktinggang,,Indonesia,
Aimbu,582 Morrow Center,457-707-4771,Peso,350,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",1697615450,Kolambugan,,Philippines,2100
Eidel,28 Bunker Hill Avenue,919-161-3244,Real,351,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",1674702403,Petrolina de Goiás,,Brazil,75480-000
Digitube,6137 Lakeland Alley,114-792-1414,Peso,352,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",1693596841,Yarumal,,Colombia,052038
Photolist,453 Mcguire Park,356-661-0864,Dong,353,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",1669844642,Hương Sơn,,Vietnam,
Roomm,74232 Dayton Alley,142-437-0639,Peso,354,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",1671661029,Nóvita,,Colombia,273058
Dabvine,372 Brown Crossing,134-134-4792,Rupiah,355,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",1696203229,Majennang,,Indonesia,
Kayveo,10 Myrtle Way,609-822-9280,Real,356,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",1672440359,Carandaí,,Brazil,36280-000
Babbleblab,18724 David Hill,416-816-4657,Dinar,357,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",1697498119,Mahdia,,Tunisia,
Gigabox,128 Vera Pass,818-666-6431,Peso,358,Fusce consequat. Nulla nisl. Nunc nisl.,1667182611,Mayapusi,,Philippines,1215
Centizu,3 Karstens Pass,542-753-6257,Euro,359,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",1681706883,Hollola,,Finland,15880
Rhyzio,3877 Caliangt Park,794-704-0925,Yen,360,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",1685367606,Iwai,,Japan,700-0046
Photobug,1792 Clyde Gallagher Road,783-536-2528,Lev,361,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,1690414946,Devin,,Bulgaria,4815
Zoomcast,31 Commercial Trail,895-795-9807,Rupee,362,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",1686592856,Rāiwind,,Pakistan,55150
Kare,4679 Sachtjen Court,930-336-7606,Euro,363,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,1685200522,Vinhais,Bragança,Portugal,5320-305
Twiyo,99782 Mccormick Parkway,876-889-8189,Rupiah,364,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",1692855372,Welibo,,Indonesia,
Babbleopia,575 Ruskin Crossing,307-683-8535,Yuan Renminbi,365,Sed ante. Vivamus tortor. Duis mattis egestas metus.,1678017505,Hanjia,,China,
Edgetag,4 Grayhawk Street,788-578-7152,Denar,366,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",1686231449,Kumanovo,,Macedonia,1300
Ailane,1 Menomonie Avenue,242-324-7004,Rial,367,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",1683977467,Āl Ma‘ūdah,,Yemen,
Skidoo,7 Garrison Plaza,216-400-6791,Yuan Renminbi,368,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",1681924362,Podu,,China,
Rhyloo,43024 4th Place,958-846-9624,Yuan Renminbi,369,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,1683964771,Liuduzhai,,China,
Wordware,2 Clyde Gallagher Court,788-354-5062,Krona,370,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",1692805552,Löddeköpinge,Skåne,Sweden,246 43
Pixope,9 Carpenter Park,630-593-4020,Guarani,371,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",1671430142,Colonia Mauricio José Troche,,Paraguay,
Riffwire,4 Mariners Cove Pass,578-489-2000,Peso,372,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",1677560891,Río Viejo,,Colombia,134507
Blogtag,27526 Ramsey Park,184-479-5529,Rupiah,373,Phasellus in felis. Donec semper sapien a libero. Nam dui.,1683910108,Pisangkemeng,,Indonesia,
Kimia,84 Walton Point,979-109-5193,Yuan Renminbi,374,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",1676968989,Yuli,,China,
Mydeo,999 1st Way,413-536-7621,Rupiah,375,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,1686420789,Balun,,Indonesia,
Realcube,80 Del Mar Road,595-179-0876,Euro,376,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",1687502251,Valleymount,,Ireland,A83
Zoombeat,8 Valley Edge Lane,652-456-8550,Yuan Renminbi,377,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",1694076848,Meijiahe,,China,
Lajo,1482 Del Sol Plaza,443-657-5769,Krona,378,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",1690145142,Stockholm,Stockholm,Sweden,114 84
Skinix,064 Sutteridge Parkway,977-365-8714,Euro,379,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",1683893860,Mont-de-Marsan,Aquitaine,France,40025 CEDEX
Oodoo,391 Center Hill,776-845-3423,Rupiah,380,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",1689451438,Oefau,,Indonesia,
Yambee,626 Lerdahl Circle,612-231-2566,Dollar,381,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",1672949862,Saint Paul,Minnesota,United States,55123
Zoomzone,94 Morningstar Place,909-185-7988,Rupiah,382,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",1689938340,Bradag,,Indonesia,
Oyonder,9 Doe Crossing Parkway,760-393-4773,Krona,383,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",1690707433,Farsta,Stockholm,Sweden,123 57
Eayo,421 Caliangt Parkway,231-722-5971,Rupiah,384,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",1686350123,Cibingbin,,Indonesia,
Skalith,5956 Vermont Center,878-630-1108,Real,385,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",1688460451,Nova Lima,,Brazil,34000-000
Yambee,00 Golf Pass,162-922-4399,Yuan Renminbi,386,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",1678643270,Shanghang,,China,
Oba,8946 American Lane,702-302-2036,Dollar,387,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",1684309210,Las Vegas,Nevada,United States,89110
Realpoint,98049 Cherokee Plaza,857-645-4862,Rand,388,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",1695774708,Nigel,,South Africa,1590
Cogilith,4 Scoville Court,548-670-3727,Yuan Renminbi,389,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",1677601879,Panzhou,,China,
Topdrive,3682 Jay Parkway,190-971-0780,Yuan Renminbi,390,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",1672340935,Wuxiang,,China,
Riffpedia,64684 Hanson Place,726-452-0854,Sol,391,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,1687180607,Longuita,,Peru,
Zoombox,0018 Tomscot Trail,585-176-4769,Dollar,392,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",1679301303,Rochester,New York,United States,14604
Miboo,962 Fallview Pass,547-179-7726,Dollar,393,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",1695515271,Chalan Pago-Ordot Village,,Guam,96931
